feature,source,identified_name,isomer,Mode,Adduct,MMD,KEGGID,HMDBID
C18_170.045907793202_293.910987795994,annotation,3-Hydroxyaminophenol,N,C18,M+FA-H,Y,C14602,NA
HILIC_170.081157950525_287.091407126792,annotation,Pyridoxine,N,C18,M+H,N,C00314,HMDB0000239
HILIC_170.092410623775_120.847373803266,annotation,N(pi)-Methyl-L-histidine,N,C18,M+H,Y,C01152,HMDB0000001
HILIC_170.096954554668_102.631913288815,annotation,Calligonine,N,C18,M+H-NH3,N,C09089,NA
C18_170.944309563618_39.962985597511,annotation,4-Bromophenol,Y,C18,M-H,N,C14453,HMDB0062397
C18_170.944309563618_39.962985597511,annotation,2-Bromophenol,Y,C18,M-H,N,C14841,HMDB0032059
HILIC_170.989166452944_59.8663897485638,annotation,Dihydroxyfumarate,N,C18,M+Na,N,C00975,HMDB0002050
C18_171.00236491465_76.6999986796018,annotation,Urea-1-carboxylate,N,C18,M-H+HCOONa,Y,C01010,HMDB0248159
HILIC_171.005687556788_259.71691039648,annotation,(2S)-2-Phospholactate,N,C18,M+H,N,C19156,NA
C18_171.006431332588_21.8309703044858,annotation,sn-Glycerol 3-phosphate,N,C18,M-H,N,C00093,HMDB0000126
HILIC_171.029673389039_73.2736714085438,annotation,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",N,C18,M+H-2H2O,N,C01251,HMDB0003518
C18_171.041145253963_286.675395934899,annotation,Hydantoin-5-propionate,N,C18,M-H,Y,C05565,HMDB0001212
HILIC_171.06270251879_80.3291059718356,annotation,"3,6-Dideoxy-L-galactose",N,C18,M+Na,N,C03348,NA
HILIC_171.089355542791_101.833672277919,annotation,Nornicotine,N,C18,M+Na,N,C06524,HMDB0001126
C18_171.102648637995_214.303818926111,annotation,Sulcatone,N,C18,M+FA-H,Y,C07287,HMDB0035915
C18_171.102659953347_25.686380384638,annotation,9-Oxononanoic acid,N,C18,M-H,Y,C16322,HMDB0094711
C18_171.139126271237_130.083610497428,annotation,Decanoic acid,N,C18,M-H,N,C01571,HMDB0000511
C18_172.061548059908_18.3191155207321,annotation,N-Acetyl-L-glutamate 5-semialdehyde,N,C18,M-H,Y,C01250,HMDB0006488
C18_172.061568017769_287.649493586889,annotation,(S)-1-Pyrroline-5-carboxylate,N,C18,M+Hac-H,Y,C03912,HMDB0001301
HILIC_172.071638002374_281.559820300189,annotation,6-Diazo-5-oxo-L-norleucine,N,C18,M+H,N,C22429,NA
HILIC_172.096819177542_186.943741572782,annotation,Crotanecine,N,C18,M+H,N,C10284,NA
HILIC_172.096789573351_35.2759827867709,annotation,N-Butyryl-L-homoserine lactone,N,C18,M+H,N,C11837,NA
C18_172.097960935503_41.4345081041317,annotation,Swainsonine,N,C18,M-H,N,C10173,NA
C18_173.00908182738_26.9013444996156,annotation,trans-Aconitate,N,C18,M-H,N,C02341,HMDB0000958
HILIC_173.021088321164_166.158105901907,annotation,alpha-Oxo-benzeneacetic acid,N,C18,M+Na,N,C02137,HMDB0001587
C18_173.045500988407_19.3568209470472,annotation,Shikimate,N,C18,M-H,N,C00493,HMDB0003070
HILIC_173.055760543524_86.2158209472286,annotation,Hydantoin-5-propionate,N,C18,M+H,Y,C05565,HMDB0001212
HILIC_173.080824056385_37.2749119610078,annotation,(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate,N,C18,M+H-NH3,N,C06326,NA
HILIC_173.117177649913_35.0242043501719,annotation,9-Oxononanoic acid,N,C18,M+H,Y,C16322,HMDB0094711
HILIC_173.128556868256_286.355013308694,annotation,Carboxyspermidine,N,C18,M+H-NH3,N,C18172,NA
C18_174.040746097385_21.9073400259763,annotation,N-Acetyl-L-aspartate,N,C18,M-H,Y,C01042,HMDB0000812
C18_174.055195134158_22.5877972713178,annotation,(Indol-3-yl)glycolaldehyde,N,C18,M-H,N,C03230,HMDB0304393
HILIC_174.076121080232_86.5597354663961,annotation,"(2S,5S)-trans-Carboxymethylproline",N,C18,M+H,N,C17366,NA
HILIC_174.076176219564_286.156957000707,annotation,N-Acetyl-L-glutamate 5-semialdehyde,N,C18,M+H,Y,C01250,HMDB0006488
HILIC_174.087423146683_291.54438211232,annotation,L-Hydroxyarginine,N,C18,M+H-NH3,N,C20330,NA
C18_174.088371121122_26.8018500980431,annotation,L-Citrulline,N,C18,M-H,Y,C00327,HMDB0000904
HILIC_174.112549903698_164.76770272761,annotation,N-Acetyl-L-leucine,N,C18,M+H,N,C02710,HMDB0011756
HILIC_174.127786509332_285.619559448143,annotation,Norselegiline,N,C18,M+H,N,C15476,NA
C18_175.024789531992_21.7149423067452,annotation,Ascorbate,N,C18,M-H,N,C00072,NA
C18_175.038337950291_23.2846572036771,annotation,3-Cresol,N,C18,M-H+HCOONa,Y,C01467,HMDB0002048
HILIC_175.071382262061_81.5310833471382,annotation,Isoamyl acetate,N,C18,M+2Na-H,Y,C12296,HMDB0031528
C18_175.072369634324_25.345782136079,annotation,"Ethylenediamine-N,N'-diacetic acid",N,C18,M-H,Y,C21397,NA
HILIC_175.075990334048_102.623335970279,annotation,Coumaryl acetate,N,C18,M+H-H2O,N,C20465,NA
HILIC_175.081996943052_88.2104855821325,annotation,N-Acetylputrescine,N,C18,M+2Na-H,N,C02714,HMDB0002064
HILIC_175.118980386788_104.605244971726,annotation,L-Arginine,N,C18,M+H,N,C00062,HMDB0000517
HILIC_175.123486086378_102.032157943892,annotation,Gramine,N,C18,M+H,N,C08304,HMDB0035762
HILIC_176.029453834921_75.2306576771382,annotation,cis-4-Hydroxy-L-proline,N,C18,M+2Na-H,N,C01015,HMDB0240251
HILIC_176.091777004974_289.368380331628,annotation,Calystegin B2,N,C18,M+H,N,C10851,HMDB0038594
HILIC_176.102959693376_85.8466285063593,annotation,L-Citrulline,N,C18,M+H,Y,C00327,HMDB0000904
HILIC_176.107787182067_90.4397627436612,annotation,Isoproterenol,N,C18,M+H-2H2O,N,C07056,HMDB0015197
C18_176.93590902296_20.4102311652915,annotation,Carboxyphosphate,N,C18,M+Cl,N,C20969,NA
C18_176.943755670534_116.746639105968,annotation,Dimethyl selenide,N,C18,M-H+HCOONa,N,C02535,HMDB0033212
C18_176.95158387837_164.569884353759,annotation,"3,5-Dichlorocatechol",N,C18,M-H,N,C02933,NA
C18_176.983720334387_157.699742940189,annotation,Methyl methanesulfonate,N,C18,M-H+HCOONa,N,C19181,HMDB0254601
HILIC_177.027781828795_207.295774573206,annotation,Imidazol-5-yl-pyruvate,N,C18,M+Na,Y,C03277,NA
C18_177.033886181693_26.0323300569986,annotation,Cys-Gly,N,C18,M-H,Y,C01419,HMDB0000078
HILIC_177.05460374114_284.67595407485,annotation,4-Methylumbelliferone,N,C18,M+H,N,C03081,HMDB0059622
HILIC_177.0547031445_168.840816326868,annotation,Methyl caffeate,N,C18,M+H-H2O,N,C10477,NA
HILIC_177.086963637093_81.972339366536,annotation,"Ethylenediamine-N,N'-diacetic acid",N,C18,M+H,Y,C21397,NA
HILIC_177.102188036576_37.6871636110729,annotation,Serotonin,N,C18,M+H,Y,C00780,HMDB0000259
C18_177.983321137528_88.640110036577,annotation,2-Amino-5-chlorophenol,N,C18,M+Cl,N,C20669,NA
C18_178.051015780076_91.9459127755581,annotation,3-Succinoylpyridine,N,C18,M-H,N,C19569,HMDB0000992
HILIC_178.107444521954_218.22327057711,annotation,Anthopleurine,N,C18,M+H,N,C16994,NA
HILIC_178.122630060877_27.5392676159236,annotation,Phenmetrazine,N,C18,M+H,N,C07432,HMDB0006773
HILIC_178.992711257244_20.6805468677975,annotation,(S)-Malate,N,C18,M+2Na-H,Y,C00149,HMDB0000156
C18_179.034998604395_292.136640214186,annotation,3-(4-Hydroxyphenyl)pyruvate,N,C18,M-H,N,C01179,HMDB0000707
HILIC_179.04849843837_77.7372843408713,annotation,Cys-Gly,N,C18,M+H,Y,C01419,HMDB0000078
HILIC_179.054082706046_181.298460911692,annotation,2-Dehydro-3-deoxy-D-gluconate,N,C18,M+H,N,C00204,NA
C18_179.056108786171_31.3664255449528,annotation,D-Glucose,N,C18,M-H,N,C00031,HMDB0304632
HILIC_179.11785904873_39.4913134421788,annotation,Glycinexylidide,N,C18,M+H,N,C16569,HMDB0060679
HILIC_179.982237206983_119.288009272696,annotation,4-Chloronitrobenzene,N,C18,M+Na,N,C14456,HMDB0246397
C18_180.030279533432_294.565182976638,annotation,2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate,N,C18,M-H,N,C06050,HMDB0006927
C18_180.030288354925_87.5915392233885,annotation,DIBOA,N,C18,M-H,N,C15770,HMDB0033733
HILIC_180.065512765412_288.354139764204,annotation,"3,4-Dihydroxy-L-phenylalanine",N,C18,M+H-H2O,N,C00355,HMDB0000181
C18_180.066646389216_28.7977032690414,annotation,L-Tyrosine,N,C18,M-H,N,C00082,HMDB0000158
HILIC_180.076766765143_282.121361225257,annotation,N-Acetylisoniazid,N,C18,M+H,Y,C07585,HMDB0041821
HILIC_180.086679565331_92.5911024577417,annotation,D-Glucosamine,N,C18,M+H,N,C00329,HMDB0001514
HILIC_180.101750589365_46.6650788833468,annotation,L-Homophenylalanine,N,C18,M+H,Y,C17235,NA
C18_180.989199210383_290.731866527917,annotation,Ammonium sulfamate,N,C18,M-H+HCOONa,N,C18773,NA
HILIC_180.989882339463_22.474724905847,annotation,4-Phospho-D-erythronate,N,C18,M+H-2H2O,N,C03393,NA
C18_181.025512196727_292.578390944435,annotation,"2,4-Dinitrotoluene",N,C18,M-H,N,C11006,HMDB0245464
C18_181.036742325354_25.3646056295093,annotation,1-Methyluric acid,N,C18,M-H,N,C16359,HMDB0003099
C18_181.036810177942_293.352507094547,annotation,7-Methyluric acid,N,C18,M-H,N,C16355,HMDB0011107
C18_181.050674611375_25.9046700977417,annotation,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",N,C18,M-H,N,C12622,NA
C18_181.07181698155_72.0223622918946,annotation,Mannitol,N,C18,M-H,N,C00392,HMDB0000765
HILIC_181.071991460229_37.0343194511622,annotation,Theobromine,Y,C18,M+H,Y,C07480,HMDB0002825
HILIC_181.071991460229_37.0343194511622,annotation,"1,7-Dimethylxanthine",Y,C18,M+H,Y,C13747,HMDB0001860
C18_181.087085188955_294.340638823376,annotation,Phenylethyl alcohol,N,C18,M+Hac-H,Y,C05853,HMDB0033944
HILIC_181.097139858618_281.936088760038,annotation,3-Hydroxykynurenamine,N,C18,M+H,N,C05636,HMDB0060281
C18_182.009537235034_289.892970623034,annotation,5-Nitrosalicylate,N,C18,M-H,N,C19789,NA
C18_182.020730435738_288.949083163891,annotation,"2,4-Dinitroaniline",N,C18,M-H,N,C14713,NA
C18_182.045844690235_289.248413187328,annotation,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate,N,C18,M-H,N,C04773,NA
C18_182.045863659595_89.7148896622043,annotation,Picolinic acid,N,C18,M+Hac-H,N,C10164,HMDB0002243
C18_182.057098006393_291.796948231801,annotation,4-Amino-2-hydroxylamino-6-nitrotoluene,N,C18,M-H,N,C16403,NA
HILIC_182.057835302614_61.9547454583312,annotation,Indole-3-acetaldehyde,N,C18,M+Na,N,C00637,HMDB0001190
C18_182.058732399145_35.7906467509795,annotation,Choline phosphate,N,C18,M-H,Y,C00588,HMDB0001565
HILIC_182.081229614976_58.3345982939457,annotation,gamma-Hydroxy-3-pyridinebutanoate,N,C18,M+H,N,C19579,HMDB0001119
C18_182.093467904614_288.847552613695,annotation,"N,N-Dimethylhistidine",N,C18,M-H,Y,C04259,NA
C18_182.988566149423_36.2883427180992,annotation,4-Methylthio-2-oxobutanoic acid,N,C18,M+Cl,N,C01180,HMDB0001553
C18_183.004720420211_283.750525700261,annotation,"2,4-Dinitrophenol",N,C18,M-H,N,C02496,HMDB0245462
HILIC_183.005431126595_51.8021022718396,annotation,2-Oxo-4-phosphonobutanoate,N,C18,M+H,N,C17941,NA
HILIC_183.008538963947_250.032597106414,annotation,"5,8-Dihydroxypsoralen",N,C18,M+H-2H2O,N,C22444,NA
C18_183.015926466902_18.3507584931939,annotation,5-Hydroxyisourate,N,C18,M-H,N,C11821,HMDB0030097
HILIC_183.061574404906_187.822380508086,annotation,4-Amino-5-aminomethyl-2-methylpyrimidine,N,C18,M+2Na-H,N,C20267,NA
C18_183.066176111128_292.031385739517,annotation,3-Methoxy-4-hydroxyphenylethyleneglycol,N,C18,M-H,N,C05594,HMDB0001490
HILIC_183.101594535749_31.2266891354811,annotation,"5-Oxo-1,2-campholide",Y,C18,M+H,N,C02952,NA
HILIC_183.101594535749_31.2266891354811,annotation,"(-)-5-Oxo-1,2-campholide",Y,C18,M+H,N,C21930,NA
HILIC_183.138011123079_24.0749625474073,annotation,Decahydro-2-naphthoic acid,N,C18,M+H,N,C14113,NA
C18_183.175439675776_128.060290962877,annotation,Dodecylaldehyde,N,C18,M-H,N,C02278,HMDB0033933
HILIC_184.02704430501_170.978295920281,annotation,L-Homocysteic acid,N,C18,M+H,Y,C16511,HMDB0002205
HILIC_184.042791677011_146.546729782955,annotation,p-Hydroxyphenylacetothiohydroximate,N,C18,M+H,N,C17239,NA
C18_184.072834836767_29.9270414799152,annotation,4-Amino-5-hydroxymethyl-2-methylpyrimidine,N,C18,M+FA-H,N,C01279,HMDB0247327
C18_184.097874718185_28.1995801826542,annotation,Pseudoecgonine,N,C18,M-H,N,C12449,HMDB0006348
HILIC_184.108427198651_133.677413023496,annotation,"N,N-Dimethylhistidine",N,C18,M+H,Y,C04259,NA
C18_184.985617615634_20.3744474371944,annotation,3-Phospho-D-glycerate,N,C18,M-H,N,C00197,HMDB0060180
HILIC_185.023479108923_236.910463438429,annotation,2-Oxo-5-methylthiopentanoic acid,N,C18,M+Na,N,C17211,NA
C18_185.045550553565_290.545267145485,annotation,4-Hydroxymethylcatechol,N,C18,M+FA-H,N,C14110,NA
C18_185.061205337661_32.0344906922673,annotation,"Biphenyl-2,3-diol",N,C18,M-H,N,C02526,NA
HILIC_185.061537977015_192.822093960003,annotation,7-Mercaptoheptanoic acid,N,C18,M+Na,Y,C16593,NA
HILIC_185.070458714018_181.173823559458,annotation,IPA imine,N,C18,M+H-H2O,N,C21124,NA
HILIC_185.11718392341_28.2128537885414,annotation,"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one",Y,C18,M+H,N,C04718,NA
HILIC_185.11718392341_28.2128537885414,annotation,"4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one",Y,C18,M+H,N,C06066,NA
C18_185.11826534488_26.5034222459403,annotation,2-Oxodecanoic acid,N,C18,M-H,N,C13945,NA
HILIC_185.153690634991_282.966628852219,annotation,Citronellyl formate,N,C18,M+H,N,C12295,HMDB0033371
C18_185.154721324844_146.328708943659,annotation,Undecanoic acid,N,C18,M-H,N,C17715,HMDB0000947
HILIC_186.018671118074_252.93816246291,annotation,Acetylcysteine,N,C18,M+Na,Y,C06809,HMDB0001890
HILIC_186.076094870355_150.976606083337,annotation,N-Acetyl-D-galactosamine,N,C18,M+H-2H2O,N,C01132,NA
C18_186.077183959705_290.00375182319,annotation,6-Acetamido-2-oxohexanoate,N,C18,M-H,Y,C05548,HMDB0012150
HILIC_186.087050582763_89.4416196255979,annotation,Tropine,Y,C18,M+2Na-H,N,C00729,NA
HILIC_186.087050582763_89.4416196255979,annotation,Pseudotropine,Y,C18,M+2Na-H,N,C02066,HMDB0259297
C18_187.00706436005_26.4481232817616,annotation,4-Sulfobenzyl alcohol,N,C18,M-H,N,C06678,NA
C18_187.02427925802_21.98073821552,annotation,"(Z)-But-1-ene-1,2,4-tricarboxylate",N,C18,M-H,N,C04002,HMDB0060320
HILIC_187.030407501225_81.2255110213197,annotation,"cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl",N,C18,M+H-2H2O,N,C06585,NA
C18_187.06115282462_21.2820776682902,annotation,2-Oxosuberate,N,C18,M-H,N,C16589,NA
HILIC_187.071333498129_85.6704050945213,annotation,(3Z)-Hex-3-en-1-yl acetate,N,C18,M+2Na-H,N,C19757,HMDB0040215
C18_188.020816705636_31.9923506797039,annotation,N-Formylmaleamic acid,N,C18,M+FA-H,N,C18232,NA
HILIC_188.070493669578_48.8611703776575,annotation,3-Indoleacrylate,N,C18,M+H,N,C21283,NA
HILIC_188.091823782257_282.433116475281,annotation,6-Acetamido-2-oxohexanoate,N,C18,M+H,Y,C05548,HMDB0012150
HILIC_188.128128757321_56.0595617912653,annotation,8-Amino-7-oxononanoate,N,C18,M+H,N,C01092,HMDB0240687
HILIC_188.175780926347_80.1516983197718,annotation,N1-Acetylspermidine,N,C18,M+H,N,C00612,HMDB0001276
C18_189.003330921469_84.7385890995718,annotation,Oxalosuccinate,N,C18,M-H,N,C05379,HMDB0003974
C18_189.040502943523_22.6155807313631,annotation,2-Keto-5-epi-valiolone,N,C18,M-H,N,C17695,NA
C18_189.076897361071_129.327268651957,annotation,(S)-3-Methyl-2-oxopentanoic acid,N,C18,M+Hac-H,N,C00671,HMDB0000491
HILIC_189.086910549588_84.8724537467629,annotation,Octanoic acid,N,C18,M+2Na-H,N,C06423,HMDB0000482
C18_189.113200393104_291.830146366939,annotation,Ethyl isovalerate,N,C18,M+Hac-H,N,C12290,HMDB0030028
HILIC_189.123339446935_77.4018586428072,annotation,N6-Acetyl-L-lysine,N,C18,M+H,N,C02727,HMDB0000206
HILIC_189.134607893245_94.0336800202015,annotation,Homoarginine,N,C18,M+H,N,C01924,HMDB0000670
HILIC_189.159744130863_138.988586698328,annotation,"7,8-Diaminononanoate",N,C18,M+H,N,C01037,HMDB0304236
C18_190.035705935148_19.542251148154,annotation,Nitrilotriacetic acid,N,C18,M-H,Y,C14695,HMDB0255635
HILIC_190.049947610334_219.317783368853,annotation,N-Acetylisatin,N,C18,M+H,N,C02172,NA
C18_190.051013314989_291.459777218278,annotation,5-Hydroxyindoleacetate,N,C18,M-H,N,C05635,HMDB0000763
HILIC_190.107448972038_87.223122385825,annotation,2 -(Butylamido)-4-hydroxybutanoic acid,N,C18,M+H,N,C11843,NA
HILIC_190.118554906629_83.0201127132589,annotation,L-Homocitrulline,N,C18,M+H,N,C02427,HMDB0000679
C18_191.019738008289_23.8105768328583,annotation,Isocitrate,N,C18,M-H,Y,C00311,HMDB0000193
HILIC_191.029158376664_20.9324414109301,annotation,3-Hydroxy-5-oxohexanoate,N,C18,M+2Na-H,N,C16272,NA
C18_191.035537421496_23.6781611413952,annotation,Scopoletin,N,C18,M-H,N,C01752,HMDB0034344
C18_191.05617926585_174.825343641092,annotation,"2D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone",N,C18,M-H,N,C01295,NA
HILIC_191.066189529869_87.1215408886629,annotation,N-Carbamyl-L-glutamate,N,C18,M+H,N,C05829,HMDB0015673
HILIC_191.102585447548_82.7564572810515,annotation,"LL-2,6-Diaminoheptanedioate",N,C18,M+H,Y,C00666,HMDB0001370
HILIC_192.039674606201_51.637208709528,annotation,Phosphodimethylethanolamine,N,C18,M+Na,Y,C13482,HMDB0060236
HILIC_192.040246427412_78.5800559431363,annotation,3-Methyloxindole,N,C18,M+2Na-H,N,C02366,HMDB0304943
HILIC_192.050234417859_92.9758018727119,annotation,Nitrilotriacetic acid,N,C18,M+H,Y,C14695,HMDB0255635
HILIC_192.065424093231_50.4734462401781,annotation,L-Arogenate,N,C18,M+H-2H2O,N,C00826,HMDB0304809
HILIC_192.13824900418_96.0414418103798,annotation,Phendimetrazine,N,C18,M+H,Y,C07904,HMDB0015519
HILIC_192.13827536802_21.8148923374342,annotation,"N,N-Diethylphenylacetamide",N,C18,M+H,N,C10938,HMDB0032635
C18_193.035332504484_20.7984619906866,annotation,D-Glucuronate,N,C18,M-H,Y,C00191,HMDB0000127
HILIC_193.062606429417_185.176519975248,annotation,2-Hydroxybiphenyl,N,C18,M+Na,N,C02499,HMDB0032582
HILIC_193.097113782324_37.5096643229706,annotation,"2,6-Dihydroxy-N-methylmyosmine",N,C18,M+H,Y,C16151,NA
C18_193.123366762192_178.212044851683,annotation,4-Hexyloxyphenol,N,C18,M-H,N,C14305,NA
C18_194.045841572247_24.7401959927566,annotation,6-Hydroxy-3-succinoylpyridine,N,C18,M-H,N,C19631,NA
HILIC_194.048731663657_85.6608084040737,annotation,TES,N,C18,M+H-2H2O,N,C05353,NA
HILIC_194.081231148799_285.424683857515,annotation,3-Hydroxy-5-methyl-L-tyrosine,N,C18,M+H-H2O,N,C20801,NA
C18_194.905887648034_280.380916970574,annotation,"S-(1,2-Dichlorovinyl)thiol",N,C18,M-H+HCOONa,N,C20318,NA
C18_195.050957625235_24.3102826883418,annotation,D-Altronate,N,C18,M-H,N,C00817,NA
C18_195.066235776441_292.80521671157,annotation,Phenylacetic acid,N,C18,M+Hac-H,N,C07086,HMDB0000209
HILIC_195.087651333369_33.1677215170327,annotation,Caffeine,N,C18,M+H,Y,C07481,HMDB0001847
HILIC_195.112818437727_36.3717216865608,annotation,Pilocarpidine,N,C18,M+H,N,C17964,NA
HILIC_195.122072451086_143.920904689253,annotation,Acetylagmatine,N,C18,M+Na,N,C02131,NA
C18_195.139019332679_123.905726859975,annotation,(S)-Limonene,N,C18,M+Hac-H,N,C00521,HMDB0004321
C18_196.025134141601_285.1350574404,annotation,"3-Hydroxy-2-methylpyridine-4,5-dicarboxylate",N,C18,M-H,N,C04604,HMDB0006955
C18_196.036340757485_290.537207577142,annotation,"4-Amino-2,6-dinitrotoluene",Y,C18,M-H,N,C16394,HMDB0246344
C18_196.036340757485_290.537207577142,annotation,"2-Amino-4,6-dinitrotoluene",Y,C18,M-H,N,C16395,HMDB0245219
C18_196.072836785235_289.533348926452,annotation,N-Acetyl-L-histidine,N,C18,M-H,N,C02997,HMDB0032055
C18_197.020334440832_290.435300763599,annotation,DNOC,N,C18,M-H,Y,C18653,HMDB0245221
C18_197.045637026907_293.048532750665,annotation,Salicylate,N,C18,M+Hac-H,N,C00805,HMDB0001895
C18_197.067595582395_31.599141517566,annotation,Ribitol,N,C18,M+FA-H,N,C00474,HMDB0000508
HILIC_197.080825022144_30.7861929774816,annotation,"2,3-Dihydroxy-p-cumate",N,C18,M+H,N,C06580,NA
C18_197.081920344554_288.658804168082,annotation,4-Hydroxyphenylethanol,N,C18,M+Hac-H,N,C06044,HMDB0004284
C18_197.081880013634_24.832112212173,annotation,"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate",N,C18,M-H,Y,C06579,NA
HILIC_197.089711743542_81.2752946222688,annotation,N-Acetylornithine,N,C18,M+Na,Y,C00437,HMDB0003357
HILIC_197.092135610389_283.716573153185,annotation,(-)-trans-Isopiperitenol,N,C18,M+2Na-H,N,C01123,NA
HILIC_197.092187855403_33.430080682287,annotation,gamma-L-Glutamyl-L-2-aminobutyrate,N,C18,M+H-2H2O,N,C21015,NA
HILIC_197.1536321728_285.081062549247,annotation,3-Oxododecanoic acid,N,C18,M+H-H2O,Y,C02367,HMDB0010727
C18_197.15470571965_196.191210290011,annotation,Decanoyl acetaldehyde,N,C18,M-H,N,C16947,HMDB0034561
HILIC_198.052610995238_93.95251695499,annotation,FR 900098,N,C18,M+H,N,C17942,NA
HILIC_198.123725649357_88.2342985320617,annotation,Hercynine,N,C18,M+H,N,C05575,HMDB0029422
C18_199.001332036074_20.2396261535975,annotation,D-Erythrose 4-phosphate,N,C18,M-H,N,C00279,HMDB0001321
HILIC_199.096513549366_29.1406233571971,annotation,"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate",N,C18,M+H,Y,C06579,NA
HILIC_199.107749098707_286.466992162657,annotation,(R)-(+)-Citronellal,Y,C18,M+2Na-H,N,C09848,HMDB0035820
HILIC_199.107749098707_286.466992162657,annotation,(S)-(-)-Citronellal,Y,C18,M+2Na-H,N,C11384,NA
C18_199.1703286047_163.561685750705,annotation,Dodecanoic acid,N,C18,M-H,Y,C02679,HMDB0000638
C18_200.054621409917_33.0761489635446,annotation,N-Hydroxy-L-valine,N,C18,M-H+HCOONa,N,C20313,NA
C18_200.056452926839_285.164092712311,annotation,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate",N,C18,M+FA-H,Y,C19830,NA
HILIC_200.102919529187_83.4641566726335,annotation,N-Acetyl-L-citrulline,N,C18,M+H-H2O,N,C15532,HMDB0000856
HILIC_200.200914908323_236.982535495561,annotation,Dodecanamide,N,C18,M+H,N,C13831,HMDB0251566
C18_201.016972541415_25.0811102001109,annotation,D-Erythritol 4-phosphate,N,C18,M-H,N,C03494,NA
HILIC_201.086980634313_82.1628459888143,annotation,"Nonane-4,6-dione",N,C18,M+2Na-H,N,C02445,HMDB0029595
C18_201.113202269933_179.777853823482,annotation,Sebacic acid,N,C18,M-H,N,C08277,HMDB0000792
